,title,paragraph_num,paragraph_text,actors_in_paragraph,actors_list,2_plus_actors,numb_unique_actors
149227,"Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) en het Diergezondheidsfonds (F) voor het jaar 2022",61,"Daarna zullen in de experimenten binnen het Life IP programma met de betrokken gebieden aanpakken worden uitgewerkt om vanuit die aanbevelingen tot oplossingen te komen.
Het Life IP programma loopt tot en met 2026.
Wil de Minister bekijken hoe de toekomst van bemesten er uit ziet zonder kunstmest en dierlijke mest?
De toekomst voor bemesting ligt in het toedienen van de juiste meststoffen, in de juiste hoeveelheid, op de juiste plek, op het juiste moment (de vier principes voor precisiebemesting).
Hiermee worden de nutriënten het beste opgenomen en kunnen emissies van bemesting beperkt worden.
Door gebruik te maken van lokaal beschikbare grondstoffen, die verwerkt worden tot meststoffen van bekende stabiele kwaliteit, kunnen deze circulaire meststoffen een deel van de kunstmest vervangen.
In de contouren van het mestbeleid heeft mijn ambtsvoorganger twee sporen uitgezet met betrekking tot het toekomstig mestbeleid.
In een grondgebonden melken rundveehouderij zal de eigen geproduceerde mest op het eigen bedrijf of binnen een samenwerkingsverband gebruikt blijven worden.
Over de verdere uitwerking hiervan informeer ik uw Kamer in juni 2022.
Dierlijke mest uit de intensieve veehouderij zal worden verwerkt tot circulaire meststoffen van een bekende en stabiele samenstelling om zo nutriënten verder te kunnen Tweede Kamer, vergaderjaar 2021–2022, 35 925 XIV, nr. 102 10 verwaarden.
Ik werk mijn visie hierop momenteel verder uit en mijn inzet is erop gericht uw Kamer hier voor komende zomer verder over te informeren.
Hoe komt er meer compost beschikbaar en voorkomen we dat plantaardig materiaal in biomassacentrale verdwijnt?
De productie van energie uit biomassa wordt momenteel gesubsidieerd.
Hierdoor blijft er minder biomassa over voor andere toepassingen, zoals toepassing als bodemverbeteraar of groeimedium.
Het kabinet werkt vanuit het duurzaamheidskader biogrondstoffen aan een zo hoogwaardig mogelijke inzet van biomassa waarbij recht wordt gedaan aan de maatschappelijke zorgen die leven rondom met name de inzet van houtige biogrondstoffen.
Lukt het nog steeds qua planning dat de Minister van LNV samen met de Minister voor Klimaat en Energie in de loop van april 2022 met een reactie komt op de aangenomen moties van de leden Grinwis (CU), Boswijk (CDA) en Valstar (VVD) om tot een crisisen energiepakket te komen?
Ik heb uw Kamer een brief toegezegd in april, samen met de Minister voor Klimaat en Energie.
Deze brief zal een samenhangend pakket bevatten gericht op de lange termijn om de glastuinbouw verder te verduurzamen en de energietransitie op een goede manier door te komen in combinatie met mogelijke interventies in relatie tot de hoge gasprijzen – in de huidige onzekere context van stijgende grondstoffenprijzen en de brede impact van de oorlog in de Oekraïne.
Ik werk aan de in de motie gevraagde aanpak door intensief te overleggen met de glastuinbouwsector en onder andere de banken en verken met banken de mogelijkheid van een module onder het borgstellingskrediet landbouw voor tuinders die de klimaattransitie door gaan komen, maar nu in directie liquiditeitsproblemen komen, waardoor de bank geen krediet kan verschaffen.
Er ligt een brede verantwoordelijkheid om op de complexe vragen voor de korte termijn een antwoord te geven dat ook behulpzaam is voor de lange termijn.
De hoge verwachtingen ten aanzien van wat de overheid hierin kan doen, moet ik temperen.
Er zullen onvermijdelijk individuele bedrijven zijn die geraakt worden indien zij hun bedrijfsvoering niet kunnen aanpassen aan de nieuwe omstandigheden.
Wil de Minister blijven jagen in Europa, bij supermarkten, restaurants en cateringbedrijven, dat voedsel zo min mogelijk, of eigenlijk niet meer, wordt verspild?","['Grinwis', 'Boswijk', 'Valstar']","['Grinwis', 'Boswijk', 'Valstar']",True,3
149256,Natuur in Nederland. Stand van zaken eind 2020 en ontwikkelingen in 2021,10,"Anita Pijpelink Gedeputeerde Zeeland
IPO Bestuurlijke Adviescommissie Vitaal Platteland Carola Schouten","['Pijpelink', 'Schouten']","['Pijpelink', 'Schouten']",True,2
150567,Natuur in Nederland. Stand van zaken eind 2020 en ontwikkelingen in 2021,1321,"; pag. 36: wulp (fotograaf Jannie Timmer); pag.
43: Noordzee bij Bergen aan Zee (fotograaf Sjon Heijenga)
; pag. 48:
kluten (fotograaf Jannie Timmer); pag.","['Timmer', 'Heijenga', 'Timmer']","['Timmer', 'Heijenga', 'Timmer']",True,2
150878,Initiatiefnota van de leden Bromet en Von Martels over groen in de stad,9,"2 (Stuiver, Spijker, de Vries, Snep, & Jacobs, 2020).","['Spijker', 'de Vries', 'Snep', 'Jacobs']","['Spijker', 'de Vries', 'Snep', 'Jacobs']",True,4
150903,Initiatiefnota van de leden Bromet en Von Martels over groen in de stad,34,"Het gaat hierbij om soorten waarvan meer dan 32% van de Nederlandse populatie binnen de bebouwde kom broedt.13 Hiervan staan 4 soorten op de Rode lijst (huismus, huiszwaluw, Europese kanarie, kuifleeuwerik 11 (Stuiver, Spijker, de Vries, Snep, & Jacobs, 2020).
12 (Biodiversiteit, Openbare Ruimte, Groen en Werklocaties door Stadzaken, 2019).
13 Ekster, Europese kanarie, gaai, gierzwaluw, groenling, heggenmus, houtduif, huismus, huiszwaluw, kauw, kuifleeuwerik, koolmees, merel, pimpelmees, putter, spreeuw, staartmees, Turkse tortel, zanglijster, zwarte roodstaart.","['Spijker', 'de Vries', 'Snep', 'Jacobs']","['Spijker', 'de Vries', 'Snep', 'Jacobs']",True,4
150994,Initiatiefnota van de leden Bromet en Von Martels over groen in de stad,125,"Opgehaald van Bloomberg CityLab: https:// www.bloomberg.com/news/features/2021-01-14/paris-dreams-of-a-calmergreener-champs-elys-es Stuiver, M., Spijker, J., de Vries, S., Snep, R., & Jacobs, C. (2020).","['Spijker', 'de Vries', 'Snep', 'Jacobs']","['Spijker', 'de Vries', 'Snep', 'Jacobs']",True,4
151036,07 Besluitenlijst 26 september 2022,5,"Aanwezige leden van de raad, G.E.M. Drent-Sinot (CDA), R.Haije (PvdA), A. Huizenga (Gem.Bel.), R.M. de Jonge (Gem.Bel.), L. Jonker (SP), D.J. Klamer (ChristenUnie), C.A. Knot (Gem.Bel.), J.P. Langen (Veuruutkiek), P. Loots (PvdA), B. Meerloo-van Koldam (VVD), T. Mete (PvdA), J.E. Schoenmaker-Tiems (D66), H. Schoonewille (SP), J. Tepper (PvdA), G.H. Visser (Gem.Bel.), J. Westerhuis (Gem.Bel.) en N.J. van Woerkom (Gem.Bel.).
Afwezige leden van de raad: B.A. Kenters (PvdA), L. Veenstra (SP), H. Venema-van der Woude (Veuruutkiek) en M.G. Zweerts de Jong (Gem.Bel.)","['Huizenga', 'de Jonge', 'Jonker', 'Klamer', 'Knot', 'Langen', 'Loots', 'Mete', 'Schoonewille', 'Tepper', 'Visser', 'Westerhuis', 'van Woerkom', 'Kenters', 'Veenstra', 'Zweerts de Jong']","['Huizenga', 'de Jonge', 'Jonker', 'Klamer', 'Knot', 'Langen', 'Loots', 'Mete', 'Schoonewille', 'Tepper', 'Visser', 'Westerhuis', 'van Woerkom', 'Kenters', 'Veenstra', 'Zweerts de Jong']",True,16
151038,07 Besluitenlijst 26 september 2022,7,"Aanwezig namens het college van B&W: de wethouders A.M.A. Grimbergen, A. Kleve, H.J. Schmaal en B. Wierenga.","['Grimbergen', 'Kleve', 'Schmaal', 'Wierenga']","['Grimbergen', 'Kleve', 'Schmaal', 'Wierenga']",True,4
151104,07 Besluitenlijst 26 september 2022,73,"X de motie wordt bij hand opsteken met de stemmen van de leden: A. Huizenga, R.M. de Jonge, C.A. Knot, B. Meerloo-van Koldam, G.H. Visser, J. Westerhuis en N.J. van Woerkom voor en de stemmen van de leden: G.E.M. Drent-Sinot, R.Haije, L. Jonker, D.J. Klamer, J.P. Langen, P. Loots, T. Mete, J.E. Schoenmaker-Tiems, H. Schoonewille en J. Tepper met 7 stemmen voor en 10 tegen verworpen.","['Huizenga', 'de Jonge', 'Knot', 'Visser', 'Westerhuis', 'van Woerkom', 'Jonker', 'Klamer', 'Langen', 'Loots', 'Mete', 'Schoonewille', 'Tepper']","['Huizenga', 'de Jonge', 'Knot', 'Visser', 'Westerhuis', 'van Woerkom', 'Jonker', 'Klamer', 'Langen', 'Loots', 'Mete', 'Schoonewille', 'Tepper']",True,13
151120,07 Besluitenlijst 26 september 2022,89,"X de motie wordt bij hand opsteken met de stemmen van de leden: G.E.M. Drent-Sinot, R.Haije, L. Jonker, D.J. Klamer, J.P. Langen, P. Loots, T. Mete, J.E. Schoenmaker-Tiems, H. Schoonewille en J. Tepper voor en de stemmen van de leden: A. Huizenga, R.M. de Jonge, C.A. Knot, B. Meerloo-van Koldam, G.H. Visser, J. Westerhuis en N.J. van Woerkom tegen met 10 stemmen voor en 7 stemmen tegen aangenomen.","['Jonker', 'Klamer', 'Langen', 'Loots', 'Mete', 'Schoonewille', 'Tepper', 'Huizenga', 'de Jonge', 'Knot', 'Visser', 'Westerhuis', 'van Woerkom']","['Jonker', 'Klamer', 'Langen', 'Loots', 'Mete', 'Schoonewille', 'Tepper', 'Huizenga', 'de Jonge', 'Knot', 'Visser', 'Westerhuis', 'van Woerkom']",True,13
151136,Herziene convocatie rondetafelgesprek Landschapsgrond - do 9 juni 2022,9,"1: Agrarische ondernemingen (15.00-15.45) - Trienke Elshof, LTO, mede namens NAJK - Martine Boon, Rabobank - Alex Datema, BoerenNatuur (via videoverbinding) *Laurens Nuijten, Bionext Blok
2: Terreinbeheerders en grondeigenaren (15.45-16.30) - Gerbrand van’t Klooster, Federatie Particulier
Grondbezit - Hank Bartelink, LandschappenNL - Teo Wams, Natuurmonumenten - Jori Wolf, Staatsbosbeheer Blok
3: Ecologie en biodiversiteit (16.30-17.15) - Marcel van Silfhout, GraanGeluk - Jaap Dirkmaat, Vereniging Nederlands Cultuurlandschap - Liesje Mommer, Wageningen","['Elshof', 'Boon', 'Datema', 'Nuijten', 'Bartelink', 'Wams', 'Wolf', 'van Silfhout', 'Dirkmaat']","['Elshof', 'Boon', 'Datema', 'Nuijten', 'Bartelink', 'Wams', 'Wolf', 'van Silfhout', 'Dirkmaat']",True,9
151559,Verslag van een schriftelijk overleg met de staatssecretaris van BZK over hoe het Rijksvastgoedbedrijf gebruikt kan worden bij het aanjagen van de woningbouw,10,"De griffier voor dit verslag, Dragstra 1 Samenstelling commissie voor Infrastructuur, Waterstaat en Omgeving: Atsma (CDA), De Boer (GL), Van Dijk (SGP), Nooren (PvdA), (ondervoorzitter), Pijlman (D66), Klip-Martin (VVD), Baay-Timmerman (50PLUS), A.J.M. van Kesteren (PVV), Arbouw (VVD), Bezaan (PVV), Crone (PvdA), Dessing (FVD), Geerdink (VVD), Gerbrandy (OSF), Janssen (SP), Kluit (GL), Meijer (VVD), (voorzitter), Moonen (D66), Nicolaï (PvdD), Prins-Modderaar (CDA), Recourt (PvdA), Rietkerk (CDA), Vendrik (GL), Verkerk (CU), De Vries (Fractie-Otten) en Van Pareren (Fractie-Van Pareren).","['Dragstra', 'Boer', 'Dijk', 'Pijlman', 'van Kesteren', 'Meijer', 'Moonen', 'Nicolaï']","['Dragstra', 'Boer', 'Dijk', 'Pijlman', 'van Kesteren', 'Meijer', 'Moonen', 'Nicolaï']",True,8
151561,Verslag van een schriftelijk overleg met de staatssecretaris van BZK over hoe het Rijksvastgoedbedrijf gebruikt kan worden bij het aanjagen van de woningbouw,12,"Koffeman (PvdD), Faber-van de Klashorst (PVV), Van Strien (PVV), Gerkens (SP), Atsma (CDA), (ondervoorzitter), N.J.J. van Kesteren (CDA), Pijlman (D66), Schalk (SGP), Klip-Martin (VVD), Van Rooijen (50PLUS), Van Ballekom (VVD), De Blécourt-Wouterse (VVD), Crone (PvdA), Dessing (FVD), Van Gurp (GL), Huizinga-Heringa (CU), Kluit (GL), van der Linden (Fractie-Van Pareren), (voorzitter), Meijer (VVD), Otten (Fractie-Otten), Prins-Modderaar (CDA), Recourt (PvdA), Vendrik (GL), Van der Voort (D66), Berkhout (Fractie-Van Pareren) en Raven (OSF).","['Strien', 'van Kesteren', 'Pijlman', 'Rooijen', 'Gurp', 'van der Linden', 'Meijer', 'Raven']","['Strien', 'van Kesteren', 'Pijlman', 'Rooijen', 'Gurp', 'van der Linden', 'Meijer', 'Raven']",True,8
151568,Verslag van een schriftelijk overleg met de staatssecretaris van BZK over hoe het Rijksvastgoedbedrijf gebruikt kan worden bij het aanjagen van de woningbouw,19,"Zo ja, welke zijn dat dan?
Zo niet, welke eisen gaat u stellen aan pachters en/of nieuwe eigenaren bij transacties met Rijksvastgoed?
Kunt u aangeven op welke wijze u zelf vormgeeft aan het verbeteren van de balans tussen benutten en beschermen door de werkwijze van het RVB?
Kunt u aangeven welke doelstellingen het RVB daarbij hanteert en welke concrete resultaten men daarbij wil bereiken?
Is daarbij sprake van overdraagbare verantwoordelijkheden, met andere woorden: blijven deze doelstellingen en resultaten bestaan op het moment dat er van pachter of grondeigenaar gewisseld wordt?
De fractieleden van GroenLinks willen u graag uitdagen om op korte termijn, aanvullend op de brief over de inzet van het Rijksvastgoed voor de woningbouw, te komen met een concretisering van de wijze waarop de 4 Kamerstukken I 2020/21, 35 133, J. 5 Kamerstukken I 2020/21, 33 576, Q. 6 Handelingen I 2019/20, nr. 34, item 12, p. 16.
Eerste Kamer, vergaderjaar 2020–2021, 35 133, K 2 regering de uitgifte van Rijksgronden kan en zal verbinden aan de opgaven over stikstof en biodiversiteit.
De achteruitgang van de biodiversiteit is niet alleen een issue in het stedelijk gebied.
Ook in het overige areaal grond in Nederland is de achteruitgang ernstig.
Bent u daarom bereid om ook het overige Rijksvastgoed (en met name de pacht en handel daarin) steviger in te zetten om de biodiversiteit in Nederland te vergroten?
Bijvoorbeeld door eisen te stellen ten aanzien van natuur inclusief landgebruik?
Zo ja, op welke wijze geeft u hier invulling aan?
Of op welke wijze wilt u dit nader vorm gaan geven?
Welke randvoorwaarden stelt u en welke financiële middelen stelt u hiervoor beschikbaar, zodat de individuele boer geholpen en niet gehinderd wordt bij de transitie richting natuurinclusieve landbouw die van ze gevraagd wordt.
De leden van de vaste commissies voor Infrastructuur, Waterstaat en Omgeving en Economische Zaken en Klimaat/Landbouw, Natuur en Voedselkwaliteit zien uw reactie met belangstelling tegemoet en ontvangen deze graag uiterlijk 12 februari 2021.
De Minister van Binnenlandse Zaken en Koninkrijksrelaties ontvangt een gelijkluidende brief.
De voorzitter van de vaste commissie voor Infrastructuur, Waterstaat en Omgeving, Meijer
De voorzitter van de vaste commissie voor Economische Zaken en Klimaat/Landbouw, Natuur en Voedselkwaliteit, Van der Linden","['Meijer', 'der Linden']","['Meijer', 'der Linden']",True,2
151588,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",3,"Landbouw, Natuur en Voedselkwaliteit 2022
Aan de orde zijn de stemmingen over moties, ingediend bij de behandeling van het wetsvoorstel Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) en het Diergezondheidsfonds (F) voor het jaar 2022, te weten:
- de motie-Graus over het borgen van de rechten van dieren in de Grondwet ( 35925-XIV, nr. 25);
- de motie-Graus over wetenschappelijk onderzoek naar de staat van welzijn zoals het dier het zelf ervaart ( 35925-XIV, nr. 26);
- de motie-Graus/Wassenberg over een levenslang verbod op het houden van dieren voor recidiverende dierenbeulen ( 35925-XIV, nr. 28);
- de motie-Graus over irreversibel bedwelmen van doeldieren ( 35925-XIV, nr. 29);
- de motie-Graus over professionalisering van dierenambulanceteams ( 35925-XIV, nr. 30);
- de motie-Edgar Mulder over nieuw natuurbeleid zonder fixatie op stikstof ( 35925-XIV, nr. 32);
- de motie-Edgar Mulder over de belangen van Nederlandse boeren en vissers niet langer ondergeschikt laten zijn aan die van natuuren milieuorganisaties ( 35925-XIV, nr. 33);
- de motie-Edgar Mulder over excuses aan de Nederlandse boeren voor het bedreigen met onteigening ( 35925-XIV, nr. 34); - de motie-Van Campen c.s. over de mogelijkheden voor continuering van experimenten met kringlooplandbouw in de experimenteerregio's ( 35925-XIV, nr. 35); - de motie-Van Campen c.s. over een nieuw mestbeleid met een goede bodemgezondheid als uitgangspunt ( 35925-XIV, nr. 36); - de motie-Van Campen/Boswijk over provincies maximaal ondersteunen in hoger beroep ( 35925-XIV, nr. 37); - de motie-Beckerman c.s. over het vrijmaken van financiële middelen voor verdere uitbreiding van voedselbossen ( 35925-XIV, nr. 38); - de motie-Beckerman/Wassenberg over strenge controle en handhaving op reptielenbeurzen ( 35925-XIV, nr. 39);
- de motie-Beckerman/Vestering over veetransporten naar niet-EU-landen verbieden ( 35925-XIV, nr. 40);
- de motie-Tjeerd de Groot over de voors en tegens van derogatie onderzoeken in het licht van milieu-effecten en mestmarkteffecten ( 35925-XIV, nr. 41);
- de motie-Tjeerd de Groot c.s. over de ondersteuning van nationale parken voortzetten na 2022 ( 35925-XIV, nr. 42);
- de motie-Tjeerd de Groot/Wassenberg over uitspreken dat het een royaal gebaar van de koning zou zijn als hij de Kroondomeinen het gehele jaar openstelt ( 35925-XIV, nr. 43);
- de motie-Thijssen/Bromet over geen vergunning verlenen voor gaswinning in de Waddenzee bij Ternaard ( 35925-XIV, nr. 44);
- de motie-Boswijk c.s. over het toevoegen van een fosfaatvrijstelling van 50% voor bodemverbeteraars aan het zevende actieprogramma ( 35925-XIV, nr. 46);
- de motie-Bromet/Thijssen over de effecten van natuurherstelmaatregelen als meetdoel toe te voegen aan het Netwerk Ecologische Monitoring ( 35925-XIV, nr. 47);
- de motie-Bromet/Thijssen over provincies wijzen op mogelijkheden om boeren zonder opvolger uit te kopen ( 35925-XIV, nr. 48);
- de motie-Grinwis c.s. over geen gronden meer in eenjarige pacht uitgeven ( 35925-XIV, nr. 50);
- de motie-Grinwis/Tjeerd de Groot over het inventariseren van de grootste knelpunten voor palingmigratie ( 35925-XIV, nr. 51); - de motie-Vestering/Boswijk over niet langer toestaan dat dieren geen permanente toegang hebben tot drinkwater ( 35925-XIV, nr. 52);
- de motie-Vestering over concrete maatregelen en doelstellingen om de transitie naar een meer plantaardig dieet te versnellen ( 35925-XIV, nr. 53);
- de motie-Vestering over het instellen van een moratorium op de bouw of uitbreiding van pluimveebedrijven in gebieden waar er al veel zijn ( 35925-XIV, nr. 55);
- de motie-Vestering over een moratorium op de bouw of uitbreiding van pluimveebedrijven in waterrijke gebieden ( 35925-XIV, nr. 56);
- de motie-Vestering/Bromet over het invoeren van een landelijke geitenstop ( 35925-XIV, nr. 57);
- de motie-Vestering over een bufferzone voor het plaatsen van honingbijkasten nabij Natura 2000-gebieden ( 35925-XIV, nr. 58);
- de motie-Vestering over een plan om minimaal 150.000 hectare natuur toe te voegen aan Natuurnetwerk Nederland ( 35925-XIV, nr. 59);
- de motie-Vestering over het per direct van de markt halen van middelen met glyfosaat ( 35925-XIV, nr. 60);
- de motie-Vestering over niet akkoord gaan met een vernieuwing van de Europese toelating van glyfosaat ( 35925-XIV, nr. 61);
- de motie-Wassenberg/Graus over een kostendekkende bijdrage aan wildopvangcentra en dierenambulances voor gemaakte kosten in verband met de vogelgriep ( 35925-XIV, nr. 63);
- de motie-Wassenberg c.s. over een verbod op de handel in en import van doorgefokte gezelschapsdieren ( 35925-XIV, nr. 64);
- de motie-Wassenberg over de dierentuinvergunning van het Dolfinarium intrekken bij schending van afspraken ( 35925-XIV, nr. 65);
- de motie-Wassenberg over het niet verlenen van een exportvergunning voor de export van dolfijnen, zeeleeuwen en walrussen naar een Chinees pretpark ( 35925-XIV, nr. 66);
- de motie-Wassenberg/Tjeerd de Groot over het verbieden van het levend koken van kreeften en krabben ( 35925-XIV, nr. 67);
- de motie-Wassenberg over het stoppen van de palingvisserij in Nederland ( 35925-XIV, nr. 68);
- de motie-Koekkoek c.s. over een leidende rol in het tot stand brengen van de uitwisseling van best practices met betrekking tot ecoregelingen ( 35925-XIV, nr. 69);
- de motie-Eppink over zich uitspreken tegen gedwongen onteigening van boeren ( 35925-XIV, nr. 70);
- de motie-Eppink over een eerlijke prijs voor boeren voor het verkopen van land ( 35925-XIV, nr. 71);
- de motie-Eppink over het leefbaar houden van het platteland door het waarborgen van publieke basisvoorzieningen ( 35925-XIV, nr. 72);
- de motie-Bisschop over het inzetten van de regeling voor groen-economisch herstel voor brongerichte verduurzaming van stalsystemen ( 35925-XIV, nr. 73);
- de motie-Bisschop over het inzetten op doelvoorschriften voor stikstof op bedrijfsniveau in combinatie met realtime ammoniakmeting ( 35925-XIV, nr. 74);
- de motie-Bisschop over meerjarige cofinanciering van praktijkproeven ( 35925-XIV, nr. 75);
- de motie-Van der Plas over een doelgericht beleid voor stikstof en nitraat ( 35925-XIV, nr. 76);
- de motie-Van der Plas over een wetenschappelijke autoriteit inzake natuurherstel en natuurkwaliteit ( 35925-XIV, nr. 77);
- de motie-Van der Plas over een wetenschappelijke commissie uit de verschillende Noordzeelidstaten die de gevolgen van grootschalige uitrol van wind op zee gaat beoordelen ( 35925-XIV, nr. 78);
- de motie-Van der Plas over sensoren datasystemen in de wet verankeren ( 35925-XIV, nr. 79);
- de motie-Van der Plas over een jaarlijkse gedetailleerde en cijfermatige verantwoording van terreinbeherende organisaties ( 35925-XIV, nr. 80);
- de motie-Van der Plas over een onderzoek naar de impact van het moratorium in de geitenhouderij ( 35925-XIV, nr. 81);
- de motie-Van der Plas over het in beeld brengen welk type agrarische bedrijven onder de lage-inkomensgrens zitten ( 35925-XIV, nr. 82);
- de motie-Van der Plas over een vervolgonderzoek naar de prevalentie van longontsteking in de buurt van geitenhouderijen ( 35925-XIV, nr. 83).","['Graus', 'Graus', 'Graus', 'Graus', 'Graus', 'Mulder', 'Mulder', 'Mulder', 'Van Campen', 'Van Campen', 'Van Campen', 'Boswijk', 'de Groot', 'de Groot', 'de Groot', 'Thijssen', 'Boswijk', 'Thijssen', 'Thijssen', 'de Groot', 'Boswijk', 'Graus', 'de Groot', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas']","['Graus', 'Graus', 'Graus', 'Graus', 'Graus', 'Mulder', 'Mulder', 'Mulder', 'Van Campen', 'Van Campen', 'Van Campen', 'Boswijk', 'de Groot', 'de Groot', 'de Groot', 'Thijssen', 'Boswijk', 'Thijssen', 'Thijssen', 'de Groot', 'Boswijk', 'Graus', 'de Groot', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas', 'Plas']",True,7
151591,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",6,"Op verzoek van de heer Thijssen stel ik voor zijn motie (35925-XIV, nr. 44) aan te houden.
Op verzoek van de heer Tjeerd de Groot stel ik voor zijn motie (35925-XIV, nr. 41) aan te houden.","['Thijssen', 'de Groot']","['Thijssen', 'de Groot']",True,2
151601,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",16,"De motie-Bisschop ( 35925-XIV, nr. 74) is in die zin gewijzigd dat zij thans is ondertekend door de leden Bisschop, Van Campen en Boswijk, en luidt:
Motie De Kamer, gehoord de beraadslaging, constaterende dat er pilots plaatsvinden met het realtime meten van ammoniakemissies ten behoeve van het sturen op bedrijfsspecifieke emissieplafonds en dat een regieorgaan wordt ingesteld, zoals voorgesteld door de Taskforce Versnelling Innovatieproces Stalsystemen; van mening dat doelvoorschriften voor het beperken van ammoniakemissies boeren meer ruimte geven om via managementmaatregelen dan wel technische maatregelen voor aantoonbare emissiebeperking te zorgen en dat inzet van doelin plaats van middelvoorschriften in combinatie met realtime metingen een belangrijke plaats verdienen in het programma Stikstofreductie;
verzoekt de regering zo snel mogelijk toe te werken naar het opnemen van de inzet op doelvoorschriften op bedrijfsniveau in combinatie met het realtime meten van ammoniak in het programma Stikstofreductie, en gaat over tot de orde van de dag.","['Van Campen', 'Boswijk']","['Van Campen', 'Boswijk']",True,2
151607,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",22,"De motie-Van der Plas ( 35925-XIV, nr. 79) is in die zin gewijzigd dat zij thans is ondertekend door de leden Van der Plas en Van Campen, en luidt:
Motie De Kamer, gehoord de beraadslaging, constaterende dat de minister een positieve appreciatie heeft gegeven op het rapport ""Ruimte voor ondernemerschap en innovatie"" van de Taskforce Versnelling Innovatieproces Stalsystemen; overwegende dat dit rapport van groot belang is voor een toekomstbestendige landbouw met doelenbeleid in plaats van middelenbeleid; overwegende dat meetsystemen op individuele bedrijven hierbij noodzakelijk zijn;
verzoekt het kabinet om informatie en data over sensoren datasystemen in te zetten als basis voor doelenbeleid en te onderzoeken of en hoe dit in de wet verankerd kan worden, en gaat over tot de orde van de dag.","['Plas', 'Plas', 'Van Campen']","['Plas', 'Plas', 'Van Campen']",True,2
151618,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",33,Mevrouw Van der Plas ( BBB): Dan de motie-Graus op stuk nr. 29.,"['Plas', 'Graus']","['Plas', 'Graus']",True,2
151630,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",45,"De voorzitter : Ik constateer dat de leden van de fracties van de SP, BIJ1, Volt, de PvdD, Fractie Den Haan, JA21 en de PVV voor deze motie hebben gestemd en de leden van de overige fracties ertegen, zodat zij is verworpen.
Mevrouw Agema van de PVV.","['Volt', 'Agema']","['Volt', 'Agema']",True,2
151656,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",71,"In stemming komt de motie-Van Campen/Boswijk ( 35925-XIV, nr. 37).","['Van Campen', 'Boswijk']","['Van Campen', 'Boswijk']",True,2
151693,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",108,"De voorzitter : Ik constateer dat de leden van de fracties van de SP, GroenLinks, BIJ1, Volt, DENK, de PvdA, de PvdD, Fractie Den Haan, Lid Omtzigt en de PVV voor deze motie hebben gestemd en de leden van de overige fracties ertegen, zodat zij is verworpen.
Mevrouw Simons van BIJ1.","['Volt', 'Simons']","['Volt', 'Simons']",True,2
151694,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",109,"Mevrouw Simons ( BIJ1): BIJ1 wordt geacht tegen de motie-Graus (35925-XIV, nr. 29) te hebben gestemd.","['Simons', 'Graus']","['Simons', 'Graus']",True,2
151731,"Stemmingen moties Begroting Landbouw, Natuur en Voedselkwaliteit 2022",146,"In stemming komt de gewijzigde motie-Van der Plas/Van Campen ( 35925-XIV, nr. 88, was nr. 79).","['Plas', 'Van Campen']","['Plas', 'Van Campen']",True,2
152216,Verslag coalitieonderhandelingen 2 april 2022,6,"Gespreksleider : Selçuk Akinci
Procesadviseur : Ellen Speet Verslaglegging : Paulisca van Telgen","['Akinci', 'Speet', 'van Telgen']","['Akinci', 'Speet', 'van Telgen']",True,3
152217,Verslag coalitieonderhandelingen 2 april 2022,7,"Vertegenwoordigers : Guido van Vulpen, Rosanne Groot (GroenLinks), Laura Kaper en Maud Hulshof (D66), Anne Janssen en Jan Willem Kamerman (PvdA).","['van Vulpen', 'Groot', 'Kaper', 'Hulshof', 'Janssen']","['van Vulpen', 'Groot', 'Kaper', 'Hulshof', 'Janssen']",True,5
